tic,cik,permno
nuvi,0001410708,90625
hdii,0001058828,86329
psyc,0001771077,73905
pdnlb,0000731245,35561
pdnlb,0000731245,35553
leas,0000822655,49067
destq,0000896985,87266
nich,0000772263,85885
tchc,0001639874,86435
cbtc,0001429859,77626
sfb,0000720672,60214
sfb,0000720672,72688
sect,0000925661,11437
sco,0001415311,24336
sccb,0001682220,80764
tags,0001471824,81901
uco,0001415311,44433
uco,0001415311,88237
xone,0001561627,13799
bnku,0000927971,84003
bami,0001001085,17065
bal,0000312070,85782
acut,0001850767,15932
acut,0001850767,80500
apts,0001481832,12668
amtr,0001114446,13980
amna,0001114446,82602
gcc,0001379606,44310
dgp,0001159508,77927
dtg,0000936340,85647
rcc,0001527590,21303
rca,0001527590,14090
rca,0001527590,80473
rji,0000352960,10972
prh,0001137774,81671
prs,0001137774,35588
prs,0001137774,84175
prs,0001137774,88235
mgr,0001004434,20263
mgr,0001004434,50885
oil,0000312070,61217
ld,0000312070,79908
igld,0001090159,87168
gldi,0001053092,84614
gll,0001415311,67934
gru,0000352960,43465
gru,0000352960,65613
grn,0000312070,62252
